score,content_clean,sentiment_predicted
5,keren coba coba ayo coba beneran kode referelnya vmyiel,positif
5,cocok mula tahu bisnis saham,positif
5,mantapp pokok,positif
4,bagus mula kasih bintang,netral
5,mantap,positif
5,cakepssss,negatif
5,rekomen bgt mula ajar lupa regristrasi masuk refferal aaoraxs biar yok semangat tabung bwt,positif
5,matappppp dahhh ini,negatif
5,keren ajar bibit langsung jelas mudah paham oke makasih,positif
5,apk mudah mula investasi,positif
5,keren moga depan maju bagus aplikasi pilih usaha,positif
5,makasih bagus moga lancar aamiin,positif
5,poko the best utk reksadana,positif
5,bantu,positif
5,oke sih moga amanah,positif
5,sih apk,negatif
5,okay,positif
4,lumayan blm mahir,positif
5,mantap aplikasi,positif
5,mantap good job,positif
5,bagus mula,positif
5,redaksana mula baguss rekomendasi banget mula ini terimakasih kenal cocok kali,positif
5,mantap,positif
5,keren bgt dah mula wajib download apk beneran gak nyesel,positif
5,keren abis,positif
5,lumayan suka,positif
5,mudah ajar,positif
5,muas,positif
4,mantap,positif
5,moga bantu muda mula dgn modal minim,positif
5,terima kasih sangka hasil,netral
5,mantap pokok,positif
4,udh cuan minggu,netral
5,cuan,positif
5,oke,positif
5,mantap,positif
5,good,positif
1,cair rekening sngat minggu cair,negatif
5,keren sih,positif
5,bantu dlm investasi moga percaya adil jujur dlm proses transaksi trim,positif
5,oke,positif
5,good rekomendasi,positif
4,mantap,positif
5,recommended banget,positif
4,keren,positif
1,jualny susah simpan dana masak udah tulis hasil rekening uang parah,negatif
5,izin pemuda rekening,netral
5,mantap,positif
5,mantapp fitur dompet biar abis jual lgsg masuk rekening,negatif
5,update mudah bagus,positif
3,kmrn pas registrasi back abs registrasi ulang email gak ganti gimana dunk,netral
5,mudah utk gabung mudah jngan lupa kode referal maribermimpi mudah,positif
4,aplikasi keren mudah pakai,positif
5,salah nabung untung lupa pake kode referal biar dapet cashback ribu nananama,positif
5,aplikasi keren mudah mula lupa pake kode referal guys nananama,positif
5,salin yah kode biar dapet cashback ribu lumayan kode nananama,positif
5,mudah mageran kaya gua,negatif
5,sekuritas bagus tampil homenya sederhana ribet robonya bingung pilih produk reksadana tambahin tampil dark mode,positif
5,mantap,positif
5,ajar hasil uang,netral
5,keren,positif
5,masukin kkde refferal wazar,positif
5,wew apk keren nih,positif
5,good,positif
5,moga kembang uang amin,positif
5,smntara nice,positif
5,bagus sih alam milih bagus taruh keren,positif
3,bagus sih tpi blom liat grafik saham gimana grafik trim boz,netral
4,takut iya gak coba gak tau hasil mudah mudah hasil sesuai harap coba newbie seperti hayuk mumpung lupa masukin kode afinabung cashback,positif
5,baik awas ojk mula lupa pake kode refferal mamainvest cashback hati hati jatuh cinta,positif
5,tabung tua dana cukup gabung kode referral nabungduitjadiprofit dapetin cashback,positif
4,goodluck,positif
5,yukkk tua lupa pakai kode referralku nabungsamaojan biar untung,positif
5,kali daftar lupa masuk kode dapatkanbonusmu cashback,positif
5,biar bintang bicara,positif
5,keren baik guna ngga salah pilih milih,positif
5,mudah investor mula kalah gampang checkout syopi haha download masukin kode referral cuansamasama biar dapet guys,positif
5,keren,positif
5,bagus banget aplikasi cocok ajar coba pake kode referral temennyadhea dapet cashback langsung loh hihiy,positif
5,bagus,positif
5,saham keren,positif
5,coba,netral
5,untung,positif
4,bagus ayo download nih saranin download biar dpt voucher pakai kode qymumbh,positif
5,moga cuan,positif
5,mantap sisih uang manfaat mula khawatir takut thank you,positif
4,suka,positif
5,keren banget respon cepat belah moga istiqomah tabung investasi,positif
3,mohon maaf terang top minimal tpi kenyataanya keuntunganya,netral
5,mantaps,positif
5,bantu,positif
5,yuk gabung refferal code halobibit casback ribu lho,positif
5,investor mula ayo gabung daftar kode referral tebarkankebaikan,positif
5,banding nampaknya fleksibel mula langsung erti thanks moga tahan terus terus amin,positif
5,hey iya baca komentar sukses bangga orang tua bangsa aamiin lupa masuk kode referral registrasi dontgiveup kode referral semangat tabung depan gemilang patah semangat yaa don give,positif
5,untung,positif
5,bagus mula ajar,positif
5,beli cepat biar joss,netral
5,tabung kaya tua,positif
5,mantap,positif
1,cair dana muncul tulis sekrup lepas baik,negatif
5,bagus mula,positif
2,anj gua udh manual tpi kertas bukti gua coba pake sms dri bri tolak anj angus sia sia duit gua sial,negatif
4,bagus cash back kode referal bibitdanpupuk,positif
5,ajar,positif
4,ajar,positif
5,keren banget,positif
5,aplikasi mudah digunain nabung jangka untung sih wujudin pingin modal gunain kode referal tabungankorea,positif
5,mantap nih lumayan oke temen teman pake kode referal joejoe dapet cashback yah win win solution,positif
5,ajar kecil moga lancar aminnnn,positif
5,gabung turun minggu naek mantab,netral
5,ajar,positif
5,asli untung limpah dapat cashback reksadana masuk kode referral daftar rbcashback,positif
1,klo ktp tulis rek ktp,negatif
5,terima kasih,positif
5,apl bagus muda baik,positif
1,cair dana kerja kerja minggu jam untung recomended,negatif
5,langsung saran pori line timeless komparasi performance reksadana setting preferensi syariah proses beli reksadananya mudah elektronik,netral
5,bagus,positif
4,lupa dyapin,positif
1,daftar ribet,negatif
4,bagus utk mula,positif
4,klo jgn donk tunggu klo saham ngikutin harga saham rugi,negatif
2,daftar pas upload foto selfie ktp gagal,negatif
1,apkikasi tempik,negatif
5,daftar pake reff get billion satu indonesia maju sukses,positif
5,alam bantu,positif
5,reksadana anti ribet,positif
5,puas sistem bimbing mula investasi,positif
5,bagus mudah,positif
5,bagus ajar lupa pake kode refferal sahampelajar biar thank you,positif
5,mudah,positif
5,good,positif
5,bagus banget,positif
5,keren,positif
5,mantap langsung cuan,positif
5,kode refferal varokah modal gratis ajar,positif
5,terimakasih ngerti pelan ajar tau,positif
3,bagus,positif
5,yuk berkah kode ckycky,positif
5,bismillah nyoba pakai moga tuju uang capai,positif
5,bikin mellek masuk kode referal dijamincukup biar dapet cashback daftar,positif
3,transaksi beli saham lbh bgt transaksi jual beli estimasi lbh prbaiki nyaman cair max,negatif
5,asik banget aplikasi lupa masukin kode referralnya pakai kode referral saham lancar investasi,positif
5,bismillah nyoba apk modal beli rumah mudah mudah capai aamiin,positif
2,udh pas cair smua dana cair rbu masuk rekening pas cair rbu,negatif
5,sangst aman layan nyaman,positif
5,jual beli saham kayak ajaib tunggu min,negatif
5,keren,positif
1,ngk kirim kode verifikasi telpon telpon cmn detik,negatif
4,coba pake gabung yuk cobain jgn lupa pake kode referal buatnanti biar dapetin cashback,positif
5,mantap,positif
5,mainx gmn haruska pake kode referal cmn tanam modal maklum desa,netral
5,keren,positif
4,moga tuju capai masuk kode davarpedia dapat cashback nila buru boskuu,positif
5,nice pake nabung dapet untung langsung download guys lupa masuk kode refferal wigunasans casback,positif
4,tahap ajar far its okay sukses moga keluh cepat selesai lindung data,positif
4,mantappp,positif
5,bagus banget ajar,positif
5,keren,positif
5,mantap cocok mula ngerti,positif
5,mantap,positif
5,cocok mula,positif
5,keren bgt nyesel gak berani resiko invest saham dng profit cocok nih iseng invest ratus ribu blm bulan modal investnya kaget pagi dpt notif cuan keren arah mau paksa investnya sebar tab uang obligasi psr saham kereeeen,positif
5,kereenn recomended banget senang banget pas kali nabung langsung untung coba biar dapet cashback masuk kode referal bibit abdulbara,positif
5,teman teman download pakai kode zpwwinf cashback,positif
5,mantap,positif
5,comment,negatif
5,godd,positif
5,bantu,positif
5,mantap,positif
5,keren blm tau sih sih bagus,netral
1,kasih cek ricek cek again kode refferral diikutin cuman elo anak buah refferral ikutin doi dpt fee duit mainin usa ikutin kode refferral register dpt bonus salampemula,negatif
5,mantap,positif
5,keren,positif
5,tabung hari tua,positif
5,bismillah gabung ayo sukses masuk kode referal rajinselalu tabung,positif
5,kereeen,positif
3,sebenernya bagus tampil fresh kini enak cocok banget main reksadana crash ganggu banget home stuck ngeload data clear cache normal clear cache baik biar alam guna,netral
2,jalan loading menu lot baik min,netral
5,terimakasih kenal berkat ajar invest buru install masuk kode nurin dapat cashbacknya,positif
5,gak gua lupain umur hidup gue,negatif
5,apk reksadana bagus cocok mula anti ribet,positif
5,bagusss bangeeeettt daftar cepet mudah rekomendasi pusing dehh milih reksa dana cocok mula paham salam hangat,positif
5,muda simpel percaya,positif
5,cocok mula,positif
5,mantap investasi,positif
2,masalah dilogin pin non aktif transaksi mohon bantu,netral
5,apl reksadana mudah praktis,positif
5,blajar moga suksea bersamam,positif
5,nambah belanja bulan ajar investasi maklum bru mula,positif
5,patut coba mula kode referal sumbersuksesku cashback terimakasih,positif
5,moga apk percaya investasi sukses moga impi terhujut,positif
4,mantap,positif
5,kerennn,positif
5,kecewa coba jual unit massih masuk rek minggu blom masuk rek,negatif
5,ajar moga kembang,positif
5,gampang rekomen banget mula,positif
5,merdeka,negatif
5,bagus,positif
5,moga manfaat masuk kode referal kingcobra,positif
5,mantappp sluuurr,positif
5,manatap lupa isi kode refferral maukayainvesinaja,positif
5,kren banget gua mula banget profit yah thanks,positif
5,nice mula,positif
1,login via email pake miss call,negatif
5,nice bit,positif
5,mantab real,positif
5,nyata reall,negatif
5,mantaf,positif
5,manfaat keren,positif
5,bagus recomen reksada mudah paham cocok mula jgn lupa masuk kode referal mahmudasfar,positif
5,mantap,positif
5,mudah jdi hasil karna sdah phk trima kasih,netral
5,sumpah keren gampang ajar,positif
5,nice app for newbie,positif
5,keren bantu,positif
5,mudah ajar,positif
5,ntaps,positif
5,bagus keren dah bantu,positif
5,moga sukses,positif
5,recomended dah,positif
5,mantap,positif
5,invest jangka bagus,positif
5,keren suka banget efektif mudah,positif
5,kereeeen,positif
5,bagus simple moga ngecewain,positif
5,keren lupa pake kode referal yogig dapetkan,positif
5,bantu ekonomi,positif
5,alhamdulillah terima kasih,positif
5,good,positif
5,mantul,positif
5,bagus mudah tanggap cepat rasa tingkat tahan kualitas,positif
5,install pakai teferal dreamprayaction happy invest,netral
5,kerennn mantaaapppppppppp,positif
5,bismillah reksadanaa kitaa ayok cinta indonesia cinta pasar modal,positif
5,keren nih,positif
5,bagus manual pakai depan inves lbh,netral
5,mudag paham,positif
5,bagus awam,positif
4,bagus orang awam ajar investasi moga maju berinvest,positif
5,puas,positif
1,klu udah resmi ojk baik lambat tari,negatif
5,mudah efektif aman,positif
5,ehem bagus nih apk enak enak,positif
5,coba mudah mudah kecil,positif
4,tingkat aman mengunakan sidik jari buka aman paktis ribet mengunakan ivestari ketik roveneldo cashback sila,positif
5,aplikasi bagus mula lupa kode cashback kode putraaart terimakasih,positif
5,josss,positif
5,masuk kode referal bissmillaah yaa sukses hehe,positif
5,bagus mula kode referal sonmix daftar dapat cash back,positif
4,cuku utk mula,positif
5,bagus,positif
5,top markotob tetep amanah jangka,positif
5,good joob hayuk code referrall kuuuy,positif
3,min cair sampe masuk masuk thx bantu,netral
5,mudah awam,positif
1,nge wdnya kyk belah,negatif
5,jual beli reksadana baik recomanded tampil antarmuka bagus buat akun cepat kerja akun beli reksadana mudah jual mudah uang cair rekening pokok bagus banget ajar lumayan ajar coba hehehe btw refferal yukberkahbersama cashback,positif
5,mudah paham rajin rutin,positif
5,bismillah moga,positif
5,appnya manfaat terima kasih dapet tambah cash back pake kode referal jacob yaa thank you,positif
5,terima kasih moga baik maju salam profit,positif
5,cakep,positif
5,keren,positif
5,mantap cobe referal bayuaje cashback,positif
5,mantap,positif
5,nice,positif
3,system kembali verifikasi bank kuatodian jual selesai verifikasi tunggu kerja transfer rekening kena libur total minggu kelar uang free susah putar,negatif
5,update sih,netral
5,mantap,positif
5,wow,positif
5,download kode reveral galaksi bonus coba,positif
5,mula terjun dapat dgn masuk gratisanuang kode referral free lumayan jajan semangat,positif
5,mantap emang the best masukin kode bitberkah dapatin lansung,positif
5,ajar cari peluang menndapatkan pundi pundi terima kasih yuk masukin kode bitberkah terima lansung,positif
5,manfaat ajar reksa dana yuk masukin kode bitberkah dapatin lansung,positif
5,cocok newbie,positif
5,kode referal xupipzr reksadana guyss,positif
5,mantaf,positif
5,keren jelas ttg aplikasi bagus,positif
5,ken beli saham bingung beli darimana alhamdulillah dgn saham,netral
5,mudah mula investasi masuk kode referal matauangrupiah selamat investasi moga untung,positif
5,bagus berinfestasi mula ajar langsung yuk gabung kode referal uliaid csback,positif
5,bagus banget ajar download pake kode rismarisdaa,positif
2,tambahin gan market saham,netral
5,jamin insya allah sukses,positif
5,bagus kualitas teman teman gabung pakai kode referral bajik cashback ayo,positif
5,mantap,positif
1,bayar selesai,netral
5,ahhh mantap,positif
5,kode referral bonussaham,positif
5,keren gua dapet cuman,positif
5,mencobanyab moga bermanpaat,positif
5,coba nabung,positif
5,keren,positif
5,keren banget,positif
5,asyikkk,negatif
5,mula mudah lancar kdpan,positif
5,daftar ajar yuu army pakai kode referal borahaebts ngedapetin,positif
5,dapat cashback masuk kode referral hauskaya,positif
5,bikin semangat pagi deh nengok portofolio lupa dapat cashback reksadana masuk kode referral daftar dapatchasbackbanyak,positif
4,daftar bintang hehe,positif
5,keren,positif
5,keren,positif
5,bantu mula tarik dunia saham coba kode duitharitua dapetin cashback,positif
5,oke deh,positif
5,mantab oke mula,positif
5,bagus mudah mula reksadana imbal hasil moga depan fitur beli saham langsung sukses trus,positif
5,bagus dana,negatif
5,ahh mantapp poko the best mula ayo investasi biar kaya han jip yeong,positif
5,coba moga tuhan baik aamiin,positif
5,moga berkah,positif
5,kereennn,positif
5,kak non riba riba syariahnya riba engga riba mohon baharu berani,netral
5,tarik,negatif
5,jppaus kode referral,positif
5,terimakasih,positif
4,aplikasih oke,positif
5,ajar mudah investor mula kayak terimakasih download pasang silah masuk kode referral jawhead cashback ribu gratis lumayan saldo investasi,positif
4,ayo login kode haticinta biar cashback rebu coba manjurrrrrr sayy kode haticinta,positif
5,pake kode refferal iyabibit ntar dpt,positif
5,keren,positif
3,nomer daftar,netral
1,ribet anjighggg daftar kaya pinjam uang,negatif
5,alhamdulillah cocok mula kiprah dunia saham lupa masuk kode referral vibrasi,positif
5,amplikasi yamng mamntap,netral
5,bagus tingkat,positif
5,just start use and comment soonest,positif
5,cari untung,negatif
5,bonus tambah cashback masuk kode referal rekreasiyuk oke moga rekreasi untung hehehe,positif
5,lumayan,netral
4,kode referal gansagan biar cashback,positif
5,jossss,positif
5,praktis nyaman,positif
1,susah login,negatif
4,cashback ribu ketik kode referal reksamudah,positif
