score,content,content_bersih
5,Oke Mantep Bosku,mantep bos
5,sangat bagus,bagus
5,ok bgt,
1,"Berbulan bulan registrasi ga selesai selesai ribet lama pake bgttt, sebenarnya udah bagus ada pembelajaran sebelum inves nya cuma ya gt lama bgtt sampe sekarang jg blm bisa registrasi",registrasi selesai selesai ribet pake bgttt bagus ajar inves gt bgtt sampe jg blm registrasi
2,"Gak rekomen buat nyimpen tabungan darurat, gak bisa ditarik di hari itu juga penarikan lebih dari 7 hari jam kerja baru masuk ke rekening so badðŸ‘Ž",rekomen nyimpen tabung darurat tarik tari jam kerja masuk rekening so bad
5,"Mau buka aplikasi lama bgt g kebuka"" tolong diperbaiki lg yaa",buka g buka yaa
1,"Tolong bibit ini dana saya belum kujung masuk ke rdn BRI saya, udah fee nya mahal lama pula seminggu.Padahal dulu ini instrumen investasi paling favorit, sangat kecewa.",dana kujung masuk rdn bri fee mahal minggu instrumen investasi favorit kecewa
4,Lama bet vertivikasi nya blm juga lagi sampe sekarang tolong dong,bet vertivikasi blm sampe
4,Mohon untuk ditambahkan fitur nabung emas juga,mohon fitur nabung emas
5,mudah dipahami bagi orang awam,mudah paham orang awam
3,"sebenarnya cukup nyaman pakai bibit, nilai plus buat fitur, kemudahan pemula, biaya transaksi kecil, tapi kalau penarikan aduh bikin pusing, bisa lebih dari satu Minggu",nyaman pakai nilai plus fitur mudah biaya transaksi tari aduh bikin pusing minggu
5,berguna buat investasi,investasi
5,senang bisa berinvestasi di bibit,senang investasi
1,"Ribet bgt daftar nya banyak bgt aturan banyak banget form yg di ceklist banyak aturan , jadi takut mau lanjut segala data pribadi semua di isi",ribet daftar atur form ceklist atur takut data pribadi isi
5,"sangat"" bermanfaat",manfaat
5,Bagus,bagus
4,Bgus sih.. hnya saja kalau mencairkan dana siap2 nunggu yg lumayan lama. Jadi gk bisa diandalkan utk dana darurat. Apalgi kalau wd jumat. Bisa2 cairnya 6 harian. Dan skg byk potongannya. Utk jangka panjang okehlah. Mungkin yg pinter pasar uang cocok disini.,bgus hnya cair dana nunggu lumayan andal utk dana darurat apalgi wd jumat cair skg byk potong utk jangka okehlah pinter pasar uang cocok
3,"Belum nyoba, baru pertama kali, mubgkin setahun yg akan dtg, akan kembali lg kesini untuk mereview selama menggunakam bibit. Pakai kode referal "" ejeivff ""agar kalian mendapatkan cashback 25.000",nyoba kali mubgkin kesini mereview menggunakam pakai kode referal ejeivff cashback
1,"Sekarang aplikasinya lag banget. Verifikasi biometrik & pin butuh waktu. Gak kaya dulu yg sat set sat set. Ditambah sekarang gak ada setting push notifikasi, sehari bisa 3-5 kali muncul dan sangat mengganggu ketika sedang fokus. Saat sedang update data diri, tombol submit gak berfungsi. -_- . Semoga keadaanmu bisa membaik aplikasi bibit.",lag verifikasi biometrik pin butuh kaya sat set sat set setting push notifikasi kali muncul ganggu fokus update data tombol submit fungsi moga
5,good,good
5,bagus buat invest,bagus invest
2,aman,aman
5,bagus,bagus
5,Pokoknya saya bisa pinjam online,pokok pinjam online
5,mantappp dan mudah,mantappp mudah
2,"log in skrang susah lama bnget, untuk blom beli saham gede, wd lama bnget gk rekomendasi",log in skrang susah bnget blom beli saham gede wd bnget rekomendasi
5,"keren applikasi nya mudah di pahami,investasi bisa dari modal 10ribuan",keren applikasi mudah paham investasi modal ribu
1,Gak bisa dibuka. Perangkat dikirain jailbreak. Padahal gak pernah bongkar2 perangkat.,buka perangkat dikirain jailbreak bongkar perangkat
5,apk yg sangat bagus,bagus
1,Pencairan dana nya sangat lama.,cair dana
2,"tolong untuk bibit saya sudah melakukan transaksi penjualan, namun hasil penjualan saya belum masuk ke rekening mbanking saya padahal sudah hampir seminggu.... bagaimana ini bibit?!",laku transaksi jual hasil jual masuk rekening mbanking minggu
1,"penarikan lama lebih dari 7 hari pdhl dsana nya udh ditulis masuk ke rdn,tp duitnya kaga masuk,pdhl ini juga bukan dri obligasi,mending di aplikasi lain yg ga smpe ditunggu lama kaya gni ditambah chat support nya slow respon bgt",tari pdhl dsana tulis masuk rdn duit kaga masuk pdhl dri obligasi mending smpe tunggu kaya gni chat support slow respon
5,ðŸ‘,
5,Min. Untuk penarikan kok lama ya. Sudah 5 hari ini. Semoga proses penarikan bisa lebih cepat lagi. Agar bisa d gunakan sebagai tabungan darurat,tari moga proses tari cepat d tabung darurat
5,Bagus untuk invest jangka panjang!!,bagus invest jangka
1,Hari ini seharian gagal terus membuka aplikasi bibit...gaga memuat terus,gagal buka gaga muat
5,tampilan yang mudah di pahami baik untuk pemula,tampil mudah paham
2,Ko lama bgt ya penarikan duitnya? Dari tgl 9 Maret 2024 smpai skrng blm menerima,ko tari duit tgl maret smpai skrng blm
5,keren,keren
5,tingkatkan!!!,tingkat
2,Saya beli RDPU belum masuk* di email udah berhasil di bayar tapi di apk nya nunggu lagi 2-3 hari padahal saya beli tanggal 07 skrg dh tnggl 12 ini gimna!!! Jdi ragu invest di sini,beli rdpu masuk email hasil bayar nunggu beli tanggal skrg dh tnggl gimna jdi ragu invest
5,mudah digunakan,mudah
1,"Sekrang bibit ko jadi jelek ya , lama segala proses nya",sekrang ko jelek proses
2,Belajar duluh,ajar duluh
1,lama sekali proses wdnya...tolong dipercepat seperti aplikasi sebelah...cuma hitungan detik aja landing...lah ini depo aja cepet prosesnya giliran WD kek keong...nyesel bgt pake bibit,proses wdnya cepat belah hitung detik landing depo cepet proses gilir wd kek keong nyesel pake
3,"Selamat siang kak Maaf sbelumnya.. Saya baru pertama kali ikut,,msh bingung dng pilihannya.mohon bantuannya klo untk bertanya seputar beli saham atau apa pun itu di mna ya...trm ksh bnyk sblumnya...",selamat siang kak maaf sbelumnya kali msh bingung dng pilih mohon bantu untk putar beli saham mna trm ksh bnyk sblumnya
4,bagus,bagus
1,"Proses kyc terlalu lama udh 2 Minggu kyc belum aj di proses, bilang nya 2 hari lagi ini malah udh hampir 3 Minggu belum aj di proses. Udah chat cs gituÂ² aj gak ada perubahan. Tolong data saya jangan disalah gunakan buat hal yang aneh aneh.",proses kyc minggu kyc aj proses bilang minggu aj proses chat cs gitu aj ubah data salah aneh aneh
5,"selama masih ada opsi pembayaran gratis, tidak masalah buat saya. tapi kalo sudah semua pembayaran berbayar seperti si B itu, auto uninstal",opsi bayar gratis bayar bayar si b auto uninstal
5,"Investasi dengan penarikan cepat, mudah & aman.",investasi tari cepat mudah aman
1,"nominal minim jangan berharap banyak,,karna biaya admin ada dimana mana",nominal minim harap karna biaya admin
3,sudah gampang untuk kembali keakun,gampang akun
5,bagus,bagus
5,"Mau nanya mengenai Reksadana saham kan isinya saham semua apakah dapet dividend ,,, kan semua Reksadana saham isinya saham besar yg dapet dividend kenapa kok tidak semua Reksadana dapet dividend terimakasih",nanya kena reksadana saham isi saham dapet dividend reksadana saham isi saham dapet dividend reksadana dapet dividend terimakasih
5,bagus aplikasinya,bagus
1,maaf ya aku make aja susah banget buat daftar asli udh ganti akun nomor dll ga bisa masuk terus menerus udah oenah nyoba juga di tahun lalu kirain tahun ini bisa ternyata sama aja,maaf make susah daftar asli ganti akun nomor masuk oenah nyoba kirain nyata
5,Bagus,bagus
5,"Nyaman banget, saya udah 2 tahun pakai bibit alhamdulillah terpercaya. Untuk deposit dan withdraw juga tidak lama.",nyaman pakai alhamdulillah percaya deposit withdraw
1,Daftar bolak balik gagalðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž,daftar bolak gagal
5,semoga tambah sukses,moga sukses
5,good apk,good
5,Bagaimana cara buka rekening rdn,buka rekening rdn
5,"Bagi saya aplikasinya sudah bagus, cuma dalam Pencairan sama pembeliannya itu lama. itu aja",bagus cair beli
3,"Sekarang kalo mau penarikan susah banget ribet,,,",tari susah ribet
4,0ke,
5,"Untung ada layanan syariah jdi lebih suka, Selama ini sya tidak mengalami kendala apapun semua berjalan aman dan baik, thanks bibit semoga ke depannya lebih baik lagi tidak ada masalah, dan semoga lebih bagus lagi tidak sering turun lagi !!!",untung layan syariah jdi suka sya alami kendala jalan aman thanks moga moga bagus turun
5,mantap,mantap
5,keren,keren
5,CS BIBIT Mantuullll....! Fast response dan selalu helpful ! Thank you Bibit....! Keep the good work! ðŸ‘ðŸ‘â¤ï¸,cs mantuullll fast response helpful thank you keep the good work
1,"Ga lagi2 investasi ke aplikasi macam ginian. Bukannya untung malah buntung, baru simpen beberapa hari udah rugi ratusan ribu, jadinya malah mirip judi versi premium, karena nilai nya ga tetap bisa naik turun. Mending balik lagi invest ke emas yg terbukti stabil sekian lama",investasi ginian untung buntung simpen rugi ratus ribu judi versi premium nilai turun mending invest emas bukti stabil sekian
5,ðŸ‘,
1,"Bad, antara inflasi dengan reksadana adalah manipulasi dengan kata ""investasi"".",bad inflasi reksadana manipulasi investasi
1,Kenapa app tidak bisa di buka????,app buka
5,Ini aplikasi benerang bagus loh untuk pemula ada istilahÂ² untuk saham bahkan ada video tutorialnya juga,benerang bagus loh istilah saham video tutorial
5,ntappp,ntappp
5,Good,good
2,"ini saya login gak bisa terus, udh dimasukin kode dr sms tetap gk bisa login dan muter2 trs loadingnya",login dimasukin kode sms login muter trs loadingnya
5,"Bagus aplikasinya, tapi ga tau knpa kemarin tgl 6 maret 2024 susah di buka dan susah juga di cari di playstore",bagus tau knpa kemarin tgl maret susah buka susah cari playstore
1,Sudah kurang worth it sekarang untuk kalangan menengah kebawah karena ada biaya tambahan untuk topup. Dengan kebiasaan topup dikit tapi rutin.,worth it kalang biaya topup topup dikit rutin
3,"Selamat pagi pak/bu, sy tanya apakah bnr di aplikasi ini ada platform titip dana contohx 100rb get 2jt?",selamat pagi bu bnr platform titip dana contohx rb get jt
5,sangat bagus,bagus
2,Aplikasi kurang optmal sering gagal masuk padahal sinyal lancar,optmal gagal masuk sinyal lancar
1,"Baru instal lansung daftar, kelar daftar malah maintenance ðŸ˜®â€ðŸ’¨ðŸ˜®â€ðŸ’¨ Kestabilan aplikasi itu perlu bgt. Klo ada update ya di jam off lah",instal lansung daftar kelar daftar maintenance stabil update jam off
1,app bodoh!!! profit ga ada. orang mau narik duit dari app sampah ini malah ketahan seminggu dulu!,app bodoh profit orang narik duit app sampah tahan minggu
1,Pencairan dana nya sangat lama. Padahal yg lain bisa cepat. Kenapa bibit harus lama. Lu niat apa enggak,cair dana cepat lu niat
5,sangat bagus untuk berinvestasi di apk ini memang debest lah udah,bagus investasi debest
1,"Aplikasinya lemot, setiap bulan minta updet",lot updet
5,untuk saat ini sih okay,okay
1,"Ko gua jual saham ga bisa ga, ga laku",ko gua jual saham laku
5,Mantap Sih,mantap
5,userfriendly,userfriendly
5,trimakasih,trimakasih
4,"Untuk aplikasi sudah bagus,dimohon untuk bibitplus,semoga bisa pake bankjago syariah, terimakasih.",bagus mohon bibitplus moga pake bankjago syariah terimakasih
4,pilihan yg bagus untuk investasi jangka panjang,pilih bagus investasi jangka
1,Giliran pembelian cepet pas penjualannya lama bangt udh 5 hari ga cair cair hadeh sampe sekarang pun blum cair,gilir beli cepet pas jual bangt cair cair hadeh sampe blum cair
5,aplikasinya mudah di pelajari untuk pemula,mudah ajar
5,mudah dipahami untuk pemula,mudah paham
5,Oke,
1,Aplikasi ngak keload terus gabisa buat login masuk kedalam apk,ngak keload gabisa login masuk
5,mantap,mantap
1,"Hampir setahun pakai aplikasi ini dan pada akhirnya dipaksa buat kecewa.Biaya admin sekarang berlaku dua kali, ketika beli dan jual, belum lagi dipersulit dengan pakai jago juga,biar dapat gratis biaya. Bibit yg dulu merepresentasikan investasi profitable untuk kaum awam, nyatanya sekarang justru nabung untuk kemudian nilainya defisit, karena banyaknya biaya admin/komisi.Pencairan yang lama dan tidak menentu,ditambah tidak jelasnya riwayat penjualan,makin melengkapi kekurangan aplikasi ini.",pakai paksa kecewa biaya admin laku kali beli jual sulit pakai jago biar gratis biaya representasi investasi profitable kaum awam nyata nabung nilai defisit biaya admin komisi cair riwayat jual lengkap
5,keren,keren
5,good,good
5,sampai saat ini bagus dan menguntungkan,bagus untung
5,Investasi yang terbaik,investasi
5,bagus,bagus
3,"Seharusnya RDN bisa pake semua bank konvensional. Jangan pilih-pilih. Ini pakai bank jago konvensional bisa buat RDN ,jago syariah tidak bisa buat RDN. Tolong bisa semua bank atau jago syariah bisa buat RDN. TERIMAKASIH",rdn pake bank konvensional pilih pilih pakai bank jago konvensional rdn jago syariah rdn bank jago syariah rdn terimakasih
4,aplikasinya bagus dan mantap cuman biaya top upnya mohon di hilangkan,bagus mantap biaya top upnya mohon hilang
3,baru coba,coba
5,no komen,no komen
4,mntap bibit,mntap
3,Baru download Ribet amat mau daftar nya pakai KTP segala,download ribet daftar pakai ktp
1,Lelet banget setor ke pasar uang nya Udh 2 hari blum juga masuk masuk,lelet setor pasar uang blum masuk masuk
5,"Mantap, investasi lebih mudah",mantap investasi mudah
4,"MULAI INVESTASI KALIAN DENGAN MENGGUNAKAN KODE REFFERAL ""aulianz"" UNTUK MODAL AWAL",investasi kode refferal aulianz modal
5,ðŸ‘ðŸ‘ðŸ‘,
2,kalau mau menabung reksadana di bibit untung kecil kalau modal kecil dan penarikkan dari bibit ke ATM butuh proses beberapa hari meski itu di jam kerja,tabung reksadana untung modal tarik atm butuh proses jam kerja
5,gunakan referral ini untuk akun pertama mu ; jiayoy9 untuk mendapatkan cashback dari bibit,referral akun jiayoy cashback
1,apa apa serba lama,serba
4,mudah dipahami,mudah paham
5,bagus dan baik,bagus
5,Sangat membantu untuk Investasi,bantu investasi
5,"tampilan aplikasi yg mudah di mengerti, terpercaya, pokoknya amam",tampil mudah erti percaya pokok amam
1,Banyak pop up pas awal buka mengganggu banget,pop up pas buka ganggu
4,"Aplikasinya lumayan bagus tapi saya hapus ya, kalo ada apa2 saya tidak mau tanggung. Jawab tangal 1 bulan 3 aplikasi ini saya hapus di jam 21:13ðŸ–’",lumayan bagus hapus tanggung tangal hapus jam
3,"Aplikasi suka berjalan sendiri di hp saya, pdhl aplikasi lain normal. Jadi was was aplikasi investasi kalau seperti itu.",suka jalan hp pdhl normal was was investasi
5,mantab,mantab
5,"Legit banget aplikasinya tahun ini aja berapa bulan investasi berkembang banyak banget. Kalian juga yang mau investasi bisa pilih pilih mau investasi di apaan, soalnya disediain banyak banget pilihannya. Teruskan ya dan pertahankan, juga kalau bisa tambahin lagi fiturnya yang bisa ngebantu kita semua lebih profit lebih tinggi",legit investasi kembang investasi pilih pilih investasi ain pilih tahan tambahin fiturnya ngebantu profit
5,keren,keren
5,"Bibit aplikasi ringan,simpel .udah hampir 1/2 tahun pakai bibit nyaman juga belum ada kendala ..!! Yang pasti ada mode syariah nya,itu yang buat nyaman, setidak nya yaa kan..??!!!",ringan simpel pakai nyaman kendala mode syariah nyaman yaa
4,"Sbnrnya sya suka dngan konsep nabung saham & obligasi 10 rb-nya. Membantu bnget untuk yg pnya bnyak kbtuhan tpi pengen bisa nabung. Tpi agak sulit menjelaskan kekecewaan saat akhirnya kena biaya pmbyaran. Untk buka akun bank jago/RDN Wallet, maaf. Sya agak skeptis tntng keamanan data pribadi & kebijakannya. Kalau bisa, saya usul. Gunakan metode limit sperti aplikasi keuangan Flip. Misal dlam sebulan bebas biaya transfer sbnyak 1-2 kali atau limit berdasar besaran akumulasi 1 bulan.",sbnrnya sya suka dngan konsep nabung saham obligasi rb bantu bnget pnya bnyak kbtuhan tpi ken nabung tpi sulit kecewa kena biaya pmbyaran untk buka akun bank jago rdn wallet maaf sya skeptis tntng aman data pribadi bijak usul metode limit sperti uang flip dlam bebas biaya transfer sbnyak kali limit dasar akumulasi
1,Ga bisa login padahal sudah punya akun.,login akun
5,beli SBN paling mudah di sini,beli sbn mudah
5,Secara umum mantab sihh..ga ribet..,mantab sihh ribet
5,mantap,mantap
5,"ok, tanpa kndala walaupun beli reksadana kena biaya",kndala beli reksadana kena biaya
1,"proses registrasi nya gagal trus, padahal sudah sesuai,dan proses verifikasi nya juga sangat lama",proses registrasi gagal trus sesuai proses verifikasi
5,keren,keren
1,Parah ni apk mengecewakan sekali bukan untung malah buntung,parah ni kecewa untung buntung
2,Padahal data udah lengkap masih aja gabisa masuk,data lengkap gabisa masuk
1,Deposit dikenakan biaya,deposit kena biaya
5,makasih,
3,"Kenapa yah,kan hp saya hilang,terus saya ganti hp baru ,tp pas masuk harus mencocokkan tipe hp,kalo hp baru ngga bisa? Padahal saya masih mengingat email dan nomor telepon terdaftar,",yah hp hilang ganti hp pas masuk cocok tipe hp hp ngga email nomor telepon daftar
1,"Makin keliatan maruknya aplikasi bibit haha. Sekarang ada biaya topup, transfer,pencairan pula yg bahkan lebih gede dari pendapatan. KECEWA",liat maruknya haha biaya topup transfer cair gede kecewa
5,ok gas,gas
5,Ok mntp,mntp
5,Bagus apk nya,bagus
5,mantepppp,mantepppp
5,mantap,mantap
4,"Sangat disayangkan bahwa tidak ada saham campuran atau campuran dari semua (saham obligasi, pasar uang, dll) aku harap ada 1 pt yg memberikan obsi tersebut",sayang saham campur campur saham obligasi pasar uang harap pt obsi
